product_name,brand,categories,primary_category,rating,review_text,review_title,recommended,helpful_votes,username,sentiment,label
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,i had a kindle fire and upgraded to the 5th generation. could not be more pleased with this tablet.,Great tablet,True,0,molady,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,"user friendly, hand free little assistant. makes your mornings easier and gets you started for the day. and it looks cool",An alarm clock on steroids,True,0,Bear,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,the protective rubber guard works so well. easy parental controls,Perfect for kids,True,0,Desperado,positive,0
"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum",Amazon,eBook Readers,Office Supplies,4,i love this device! perfect size for my bad eyesight! lol! i use it all the time! one down side is the .battery life is not great!,Love it!,True,0,MadMack,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,4,"my granddaughter really likes it. ""she"" found age-appropriate games to play.",Nice tablet for a youngster,True,0,ATomP,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,5,great for my kids and is easy to block purchases. even better if you have amazon prime.,Great 4 kids,True,0,Product,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,4,"solid amazon echo, love they have added phillips hub into the product so you do not need a hub. voice response is a little touchy compared to other echos.",Love the Phillip intergration,True,0,Kuby,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,what impressed me the most was the amount of free kids apps that you get with the kindle. these are easy to use in both size and software.,Great Kids Apps,True,0,Altman,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,it‚äôs the greats idea for your home lighting in your home or business,Great Item,True,0,Jawr,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,tablet could use a better speaker otherwise a great tablet,Great Tablet for the price,True,0,silverwhop,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,4,"i wish i could just say it is one of my best investment, i love the fact that now i don't have to drag around several of my favorite books i can now have them all in one convenient place the battery life is great my little girl loves that she can play games on it i think it's great i should have gotten more memory though",I'm loving it,True,0,Jrb1,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,enjoying alexa! there is so much you can ask her! looking forward to the security monitoring .,Love it,True,0,KimT,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,any kindle product i have purchased is easy to use,Kindle produces great products,True,0,Teddy,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,"husband loves the 8"" tablet. the screen is big enough to view what he is reading",Nice tablet,True,0,Kaitkins,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,4,we only use it for streaming hulu and playing a few games but it's held its own so far.,Great tablet,True,0,Amanda83024,positive,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,Amazon Echo,Electronics,5,"the ultimate bluetooth speaker...i have multiple amazon echos and a whole echo system set up in my house. i love everything amazon...i can't stand apple but now i know how they feel...i am a cult member of amazon!!! lol so anyway...i have been trashing this device...the tap...because it does not have the always on feature and that is one of the things i like most about the echo. the only flaw of the echo is it is not portable..i tried the triby but i did not like it...more for little kids. so on black friday the amazon tap was on super sale so i bought it. the tap is smaller than i thought it was...about 2/3rd the size of the echo..which is perfect for portability...but don't let the size fool you the sound is only short of bose when it comes to volume and sound quality. important note...you don't have to have an echo to use this device...just the alexa app on your smart phone. the tap does everything the echo does..it is an amazing bluetooth speaker...and it""s portable!!! automatically switches/remembers different wifi areas and can be used with a hot spot. the most amazing thing about the whole amazon echo system is that amazon keeps making enhancements and partnerships weekly. meaning something it would not do two weeks ago it now does...some things even better than google now...and light years ahead of siri. the tap is my new favorite device...it is perfect!!! the only flaw is that it is not waterproof...amazon if you are listening make the next tap waterproof!!!",The Perfect Bluetooth Speaker...Plus So Much More!,True,0,CellPhoneGuy,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,this was purchased on black friday as an impulse buy and we absolutely love it! it was a great price and the size of the tablet is perfect. it works great!,Great tablet for anyone,True,0,Mary,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,5,"i got this for my mother as a gift. she absolutely loves it. she was wanting a small, cheap tablet and this fit her needs.",Perfect for Mom,True,0,Sulley,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,great for beginner or experienced person. bought as a gift and she loves it,very fast,True,0,truman,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,"this echo show comes in handy. i use it almost as much as i thought i would. i am still learning all that it can do, but my favorite part is the screen. it‚äôs not a huge deal, but if i could change one thing it would be a detachable power cable instead of hardwired.",Nice screen and speakers,True,0,Chris,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,tablets are best used for personal reading. clear and it like a book. you dont have to sahre,Its a gift,True,0,Gordon,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,"bought this tablet for my son..great battery life, shipped fast..great value!",Great tablet,True,0,Melissa,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,4,"i‚äôm a big echo fan, so this seemed like a no brainer. i like it a lot, but i‚äôm disappointed about google pulling youtube functionality. i also feel like the original echo speaker sounded a little better and listened better with kitchen related background noise.",Lots of potential,True,0,JeffW,positive,0
"Kindle Oasis E-reader with Leather Charging Cover - Black, 6"" High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",Amazon,Kindle E-readers,Electronics,5,upgraded from my old kindle keyboard. i love the ability to adjust brightness and font. i have small hands and this is not too big to hold in one hand. i was able to change the page turning buttons for left handed use. the charging cover last a long time. i wish there were more colors to choose from.,Great Purchase,True,0,TracyBCOBruin,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,"this was one of the best birthday presents, i ever purchased for my husband. he said he doesn't use the computer, but he was on my smartphone daily viewing fb. i got him a drone for christmas and he needed something to view, while it is flying. i researched the kindle fire and thought he could practice with it until spring. he farms, so isn't busy in the winter. thank goodness, because he is busy with his kindle for hours every day. he thinks it is great and i do too, because now i have my phone back.",KINDLE FIRE,True,0,RAMTOO,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,"my granddaughter loved her tablet and the color. it's amazing how easy it is for her to use, perfect birthday gift",Great tablet for school age,True,0,Tricky,positive,0
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,eBook Readers,Electronics,4,the original electronic book. bought it for my wife who reads paper book at two to three a week. she's hooked and loves the kindle.,Great for what it is.,True,2,Rick,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,4,"it's easy and intuitive. the only criticism is that it should be easier to go right into an application, instead of watching an advertisement, then having to figure out how to exit it",Easy and intuitive,True,0,IHEARTsxm,positive,0
"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum",Amazon,eBook Readers,Office Supplies,5,very nice. easy to use. got it to use with amazon prime. great combo.,Very nice,True,0,Vinny61,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,3,"great sound, easy set up. the screen seems sort of wasteful now that i've been playing with it. maybe it has the capability to work as a digital picture frame....i'm just certain yet. i was able to set one picture to it...not multiple. would be nice if could be used for hulu or netflix and stuff since the picture and sound are so clear. i like the visual to do and shopping lists. still worth the purchase. a good want to have...just not a must have...then again maybe i have not tapped into all it can do.",Nice novelty...sort of a waste of a screen,True,0,jcarrio,neutral,1
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,4,"fun gadget. plays songs, various entertainment, still learning all it can do",Fun gadget,True,0,Photos,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,"i was a bit reluctant to jump on the alexa wagon, but now that i have, i don‚äôt know why! this is awesome. still figuring out all the things i can do but only because there are so many!","Late to the game, but love it!",True,0,Markw,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,very sturdy for little people who might drop it easy to read,Nice for young hands,True,0,Jasper,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,we bought two of these for the kids. they love them and i now have an echo dot,Bought two of these. Love them and so do the kids,True,0,Mike,positive,0
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,Office,Office Supplies,4,this was a gift for my girlfriend. she loved due to the fact that it was small and compacted ..,Good price,True,0,Junior,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,"got this for my 5 year old daughter and her and my three year old love it! lightweight, durable and loaded with books and games. what really sold me on this one over the other options was the 2 year anything guarantee that amazon offers!",Perfect kid tablet,True,0,HappyCustomer,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,4,the parental control could be a lot better. it's nice and compact. she loves it,It's okay but Not fully parental controlling,True,0,Juju,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,5,i bought this tablet for my 8 year old granddaughter. she loves it!!! the display is very clear and easy to see. the set up allows for you to choose child safe settings with pin protected parent lock to help protect young users from inappropriate content. this is well worth the affordable cost!,A great tablet at a fabulous price,True,0,SavvyShopper,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,4,"alexa does a lot of fun things but you must enable various apps. she gives funny answers to funny question. however, she is not a complete internet surfer, many things she has no answer.",Fun but frustrating,True,0,busybee,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,"i bought this for my brother and his wife. they love it! not only does it control their nest thermostat, it works with their expanding environment of philips hue bulbs.",Great accessory,True,0,Adam,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,love it. simple setup. ease of use. very intuitive and fun.,Super user friendly and fun,True,0,Elizabeth,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,3,"overall it is a good tablet, but i am not a fan of the limitations of the silk browser and amazon app store.",Overall okay,True,0,Greg,neutral,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,good tablet. wife loves it and would recommend....,Great tablet for readers,True,0,Epoks,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,"great tablet for the grandkids, they love it great item",Great tablet,True,0,MrMac,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,"i really like this device! right now i only have 1 light sync'd with it, but looking forward to adding more! another feature i like is the ability to put items on both my shopping and errand lists! i can't wait to find out all the things it can do for me!",Love My Alexa Plus,True,1,TXCJG,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,this is a newer version of the fire i had previously and i love it. i like the camera. this version is lighter than the other. it is taking me a while to learn the differences but most of them are improvements.,Love the versatility of this Fire,True,0,LSGM,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,"this is great for kids, my 3yr old uses and it has fallen and the cover really protects it. the kids section is filled with lots of apps",Great,True,0,Lizs,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,"is better than face time when calling my kid, since they have one, iô∏è could call them from my and see them at the same time, perfect for cooking timer n best for music",Love it,True,0,Chloe,positive,0
"Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum",Amazon,eBook Readers,Office Supplies,5,"very good product. exactly what i wanted, and a very good price",Greattttttt,True,0,John,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,i bought this tablet for my grandson and he absolutely loves it!!!!!,Just what a 7 year old needs,True,0,8856,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,gift for my grandpa so he can do internet searches from his chair and play games. he loved it. it's simple to use and inexpensive,Present for grandpa,True,0,Blahblahsomeone,positive,0
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,Computers,Electronics,4,"as always, great job! very easy to use and it's always with me. only problem i have is the button on the bottom is touchy, but not really an issue. keep up the good work",Love my kindle,True,0,Tfisher,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,this is such a great addition to our house! amazon echo plus is incredible for all the things it is capable of doing.,Can't live without Alexa,True,0,George,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,we love it! the whole family likes to ask questions.,Great,True,0,Patransa,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,"granddaughter loves it, easy for a toddler to hold and maneuver.",Excellent for a 3 yr old,True,0,Starchecker,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,5,a gift. he loves it. was a reasonable price. thks.,Amazon Fire Tablet,True,0,Cats2010,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,4,my 3 yr old son loves his tablet. he takes it almost everywhere and it keeps him entertained.,Great camera for a beginner,True,0,Kris1990,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,2,this tablet could be so much better if the apps actually worked decently. the built in amazon pieces for prime members is great and work flawlessly. but it's not enough to overcome the terrible app behavior and countless freezes.  they need to take a lesson or two from apple.,Just ok,False,1,GOBstopper,negative,2
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,3,nice device. good to enable drop in conversations. some flash briefings. but overall still a little limited in effective use of video,Good device,True,0,PghDad,neutral,1
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,i love that i have the ability to catch up on news and have this crazy thing turn on and off my lights. love it!!,Alexa is my new girlfriend,True,0,BigBadUglyDude,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,3,"i purchased this since i bought my grandson this tablet for christmas. the tablet is slow, considering price that's ok.i have problems with the charger, it won't charge when i am using the tablet, the charger needs to be plugged in and not moved for it to charge.for the price the tablet is ok.",Good First Tablet,False,0,SweetADA,neutral,1
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,Office,Office Supplies,5,i purchased the kindle light because i love to read and needed something that would not die quickly. i also needed something smaller and lighter that could go anywhere with me. i love my purchase and a must have for all book worms.,Light and long lasting battery,True,0,Deanna,positive,0
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,Tablets,Electronics,5,i would highly recommend this kindle. it is user friendly and not to big. but large enough to see easily,Great tablet,True,0,Josaphine,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,i love this tablet. it's the perfect size for my kid. keeps him entertained during long trips. we picked up the free time kid proof case and it's perfect also.,Perfect,True,0,Paul,positive,0
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,Computers,Electronics,3,the kindle is good to download apps for books catch up with reading,Good for books,True,0,Chris,neutral,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,3,you get what you pay for was not to happy but for a 3 year old it's ok,Ok,False,0,Iavn1,neutral,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta",Amazon,Tablets,Electronics,5,this tablet is great for reading the text is not a good as it is on my tab s2 9.7 in but this is about $200 cheaper i got it because i wanted a more natural book feel reading my books and the tab s2 was not doing it for me,great for reading,True,2,techpad42,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,love the thing. my wife uses it daily. should have bought it a long time ago. it even controls our hue lights.,Echo Plus,True,0,Randy,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,"the echo show is a great improvement from the original echo device. it's great being able to ""see"" what is going on!!",Great Improvement,True,0,Playbymyrules,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,3,"this is my first experience with alexa. hard to command, i guess because this is my first time. i did have to reset because she stopped working. i am reading up on alexa more so i‚äôll know how to command her.",Great for beginners,True,0,Happy,neutral,1
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,"i bought this tablet for my son. he damaged the previous one but it was good for his purpose. he loves to play the minecraft app and can read a book with ease. i don't have a tablet for myself. if i did, i would get the fire. all i would really need it for would be to surf the web and use the apps. for the price, u can't go wrong.",Great tablet,True,0,RobertT,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,great tablet for the kids and adults great features like the rubber case and free features for kids,great tablet,True,0,gmo515151,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,4,currently setting everything up on it but so far so good.,Nice,True,0,Skore,positive,0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",Amazon,Fire Tablets,Electronics,5,good tablet. gave as gift and person enjoys it. recommend,"Great, simple, and resonably priced tablet.",True,0,Steven,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,"great price, large selection. plenty to choose from!",Echo,True,0,ROC1,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,4,its worth every penny. the kids loved it our home is quieter then ever.,Great tablet for the kids and book readings.,True,0,Aurelio77,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,using the kindle to read books and stream videos is very easy and enjoyable.,Great Kindle,True,0,Ipadjunkie,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,great tablet for the kids to play games and watch shows.,Very good price for the quality of the product,True,0,Buck,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,5,i like the way i can read many books and magazines as well as play various games on my kindle.,Great Multi Use Kindle,True,0,Mis12,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,"bought 4 devices for my kids... they report its simple to start up, easy to use and fun!",Great!,True,0,plc9393,positive,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,Amazon Echo,Electronics,5,"love it, works better than anticipated. also at a good price",Great device,True,0,Jusandy25,positive,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,Amazon Echo,Electronics,5,"great addition to my alexa collection. very portable, batter lasts as expected.",Love it,True,0,Sonny,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,it works great and is easy too use. the salesman was a tremendous help.,Awesome!,True,0,Elvis,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,child loves it. can be used for more than just a time killer. can learn from it.,Not just a toy,True,0,Shutterbug,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,"great fun r the little ones, had to go buy another because it works so well! dropped many times and still is doing well!",Awesome,True,0,AceZ7,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,great sounds! works great with ring doorbell and nest cameras as well! :),This works great!,True,0,DANI,positive,0
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,Tablets,Electronics,5,great tablet for the money so cheap that i use it for a stand alone interface for my fish tank,Great for the money,True,0,dinog,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,purchased these for my grandkids...and they absolutely love them. they can play play their games to their hearts' content. they ar ed really fast too.,Great Gift,True,0,canman39,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,i would highly recommend the kindle fire. for a first time user it was really very easy to learn to navigate.,Very easy to use,True,2,Boochie1,positive,0
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,Tablets,Electronics,5,my 6yr old son loves the tablet!i plan on purchasing another fire tablet!,Great tablet!,True,0,QueenT,positive,0
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,Office,Office Supplies,5,"my wife loves to read, but she was always hesitant to try ebooks. she used to think that ebooks could never have the same tactile feel as a physical book. i talked her into it by telling her its lighter, easier to hold, can hold thousands of books and if she hated it we can return it. but she loves ebooks now and doesnt want to go back. she also found out that amazon has a lot of books which cost nothing, namely classics and such...i think. if you like to read in the dark then get the paperwhite version. the led's are a nice touch.",My wife loves it,True,0,ianmckaye,positive,0
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,"i love alexa! great sound, unlimited music, used the bulb and synchronized it...simple 2 use....",Great product,True,0,Claudy,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,Fire Tablets,Electronics,5,great tablet for kids to learn puzzles and letters. has tons of activities for children and a full tablet for adults perfect if you have pime!,Great for kids,True,0,Movieguy,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,the show is an all in one alexa-enabled machine. i love the words to the songs and i'm all about being able to watch my amazon prime videos.,I switched the echo for the show and I love it!,True,0,Bubslady,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,screen is really nice great for videos i would definetly recommend it,Love it,True,0,Manofsteel,positive,0
"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,Fire Tablets,Electronics,3,it's an ok tablet because you need to have an amazon account in order to download free apps,An ok tablet,True,0,Bambino,neutral,1
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,Amazon Echo,Electronics,5,"this was a present for my mother, very fun! she loves looking things up and it's easier to talk it out.",Fun,True,0,Seamus90,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,so very happy with the new kindle ! i highly recommend this product !,So very happy with the new kindle !,True,0,Tommy,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,5,gift for daughter. she loves it. just opened so as far as i know it will be a great purchase.,"Kindle 8""",True,0,Cathy,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,"this is the forth kindle we have bought for grandchildren. with a spongy protective case, they take them everywhere.",Nice for a beginner,True,0,Julds,positive,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,Amazon Echo,Electronics,5,i bought it for my 15 year old daughter and she loves it. her friends even loved it so much they went and bought them too.,Awesome speaker,True,0,TinaV6201,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,echo show is a great addition to any home and we were thrilled to buy one for each of our children's families during this holiday season!,Terrific family gift,True,0,Isk5,positive,0
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,eBook Readers,Electronics,5,do most of my reading on one of my kindles. reading in sun light to no light is great. easier to take anywhere size wise compared to a paperback. really great for traveling. download several books so i have a variety to read from. long charge life.,Love it,True,1,chmiss,positive,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,Computers,Electronics,5,my grandaughter is enjoying this tablet. i would recommend to all parents for their young kids.,A nice gift for my grandaughter to learn her ABCs,True,0,Ampy,positive,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,Computers/Tablets & Networking,Electronics,5,bought my 11 year old niece and my 7 year old nephew one a piece for their birthdays and they love it! great tablet for all ages and very user friendly.,Great Tablet!,True,0,Jill,positive,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,Electronics,Electronics,4,you will not find another tablet like this with the affordable price.,Good affordable tablet,True,0,Melissa,positive,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,Computers,Electronics,5,"it syncs with my echo, displays slideshows, recipes, and lists, controls my fire stick, and sounds pretty good. it doesn't play you tube videos but it does do a good job playing videos.",Love it,True,0,bobs72ss,positive,0
